meter_frame;measured_lux;calculated_lux;delta_lux;error_pct;error_stops;dist_to_fix_m;gamma_fix_deg;meter_tx;meter_ty;meter_tz;meter_qx;meter_qy;meter_qz;meter_qw;calculated_lux_ff;delta_lux_ff;error_pct_ff;error_stops_ff;calculated_lux_revf;delta_lux_revf;error_pct_revf;error_stops_revf
3705;32.0000;215.4379;183.4379;573.2435;2.7511;4.6508;14.596;-4502.129395;1675.739136;2265.555176;0.025534;-0.838806;-0.003434;-0.543820;158.2498;126.2498;394.5305;2.3061;152.0902;120.0902;375.2819;2.2488
3746;37.0000;249.1528;212.1528;573.3861;2.7514;4.2910;15.641;-4132.993652;1653.260742;2247.321289;0.023914;-0.851933;0.006313;-0.523067;172.1396;135.1396;365.2421;2.2180;178.8903;141.8903;383.4873;2.2735
3788;47.0000;295.7844;248.7844;529.3284;2.6538;3.9174;16.519;-3757.517334;1648.056396;2196.394287;0.007427;-0.853024;0.031802;-0.520849;209.3590;162.3590;345.4446;2.1552;217.5679;170.5679;362.9105;2.2107
3870;67.0000;432.3662;365.3662;545.3226;2.6900;3.1669;19.028;-2998.336914;1663.512451;2094.036133;-0.006946;-0.859797;0.002392;-0.510584;357.3757;290.3757;433.3966;2.4152;326.0126;259.0126;386.5860;2.2827
3914;87.0000;518.7864;431.7864;496.3062;2.5761;2.7819;21.287;-2597.152100;1665.672241;2061.945557;0.003423;-0.868834;0.003148;-0.495082;333.8165;246.8165;283.6971;1.9400;375.9190;288.9190;332.0908;2.1113
3954;107.0000;599.0131;492.0131;459.8253;2.4850;2.4493;23.549;-2250.804932;1656.138428;2024.265747;0.010843;-0.888431;0.012781;-0.458703;450.9037;343.9037;321.4053;2.0752;432.6228;325.6228;304.3203;2.0155
3995;157.0000;775.3510;618.3510;393.8542;2.3041;2.0685;25.130;-1881.201172;1662.105835;1913.159668;0.014717;-0.881274;0.021829;-0.471872;584.2643;427.2643;272.1429;1.8959;571.3748;414.3748;263.9330;1.8637
4035;207.0000;832.9027;625.9027;302.3684;2.0085;1.7505;28.182;-1553.196777;1673.091675;1851.155151;0.016186;-0.905416;0.026957;-0.423359;605.5031;398.5031;192.5136;1.5485;629.3843;422.3843;204.0504;1.6043
4073;297.0000;1034.3948;737.3948;248.2811;1.8003;1.4553;29.641;-1277.762085;1664.496948;1737.831665;0.013572;-0.912776;0.043187;-0.405944;712.6690;415.6690;139.9559;1.2628;783.6133;486.6133;163.8428;1.3997
4115;697.0000;2812.5190;2115.5190;303.5178;2.0126;1.2354;19.581;-1185.673706;1663.020630;1419.012451;0.022218;-0.836230;0.049546;-0.545684;2067.1870;1370.1870;196.5835;1.5684;2113.8440;1416.8440;203.2775;1.6006
4152;1097.0000;3643.3823;2546.3823;232.1224;1.7317;1.1306;5.251;-1155.839355;1616.621094;1066.247681;0.042689;-0.687837;0.016026;-0.724431;2714.3376;1617.3376;147.4328;1.3070;2675.3486;1578.3486;143.8786;1.2862
4193;967.0000;3098.0127;2131.0127;220.3736;1.6798;1.2049;17.892;-1188.029785;1632.163086;678.360657;0.022227;-0.588990;0.016508;-0.807666;2364.3906;1397.3906;144.5078;1.2899;2337.7876;1370.7876;141.7567;1.2736
4227;397.0000;1356.6403;959.6403;241.7230;1.7728;1.4656;26.917;-1356.811768;1637.633423;383.644470;-0.003636;-0.520191;-0.018220;-0.853848;1081.2849;684.2849;172.3640;1.4455;1051.2061;654.2061;164.7874;1.4048
4269;277.0000;1109.7383;832.7383;300.6275;2.0023;1.7023;25.812;-1583.833618;1609.369995;307.749542;0.003765;-0.491429;0.006216;-0.870887;989.7724;712.7724;257.3185;1.8372;823.5002;546.5002;197.2925;1.5719
4302;227.0000;1016.7422;789.7422;347.9041;2.1632;1.9273;23.032;-1824.994629;1595.475220;300.743561;-0.001257;-0.514714;0.019216;-0.857146;839.3634;612.3634;269.7636;1.8866;737.9684;510.9684;225.0962;1.7009
4333;167.0000;863.6372;696.6372;417.1481;2.3706;2.1910;20.893;-2098.735840;1582.145508;280.298462;0.010483;-0.534141;0.039774;-0.844394;504.3933;337.3933;202.0319;1.5947;629.5302;462.5302;276.9642;1.9144
4370;137.0000;746.7997;609.7997;445.1093;2.4465;2.4598;17.541;-2395.656250;1569.628906;328.639771;0.009974;-0.554567;0.018689;-0.831869;585.8392;448.8392;327.6199;2.0963;556.4416;419.4416;306.1617;2.0221
4415;107.0000;567.2537;460.2537;430.1436;2.4064;2.8288;16.848;-2759.280762;1548.097168;258.702576;0.001062;-0.542199;0.034003;-0.839561;447.4854;340.4854;318.2107;2.0642;415.4917;308.4917;288.3100;1.9572
4453;83.0000;488.2791;405.2791;488.2881;2.5565;3.0691;15.644;-3007.352539;1544.416626;258.392944;0.014406;-0.549914;0.049584;-0.833624;358.0949;275.0949;331.4396;2.1092;350.9398;267.9398;322.8190;2.0800
4485;72.0000;432.6122;360.6122;500.8503;2.5870;3.2829;14.462;-3230.687256;1546.827393;273.508636;0.008434;-0.566376;0.047167;-0.822753;382.8398;310.8398;431.7220;2.4107;308.9748;236.9748;329.1317;2.1014
4516;62.0000;379.0630;317.0630;511.3920;2.6121;3.4916;13.668;-3444.496582;1538.988647;274.191467;0.006063;-0.541304;0.061589;-0.838547;239.8476;177.8476;286.8510;1.9518;272.0498;210.0498;338.7900;2.1335
4551;57.0000;342.1003;285.1003;500.1758;2.5854;3.7008;11.382;-3676.389160;1514.721558;374.126221;0.022322;-0.568082;0.085567;-0.818207;308.3219;251.3219;440.9156;2.4354;252.7798;195.7798;343.4733;2.1488
4615;47.0000;294.4609;247.4609;526.5125;2.6473;4.0266;9.840;-4012.233154;1439.721436;421.839844;0.069522;-0.629577;0.123495;-0.763903;291.8374;244.8374;520.9306;2.6344;219.7520;172.7520;367.5575;2.2251
4646;50.0000;292.0865;242.0865;484.1731;2.5464;4.0088;7.287;-4011.675781;1308.939575;615.186646;0.212218;-0.561582;0.203691;-0.773368;198.1348;148.1348;296.2696;1.9865;211.0434;161.0434;322.0868;2.0775
